"","species","site","trees","Canopy","dbh","dist","azimuth","easting","northing","A","B","convha","a","b","region","eq","Origin_ref","ref","totAB"
"290","TSCA","HOW3",51,"C",42.8,17.4,184,1462102.412,50793332.32,-17.35761447,-1.213762643,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",706.406039707353
"291","TSCA","HOW3",12,"C",30.3,13.9,118,1462113.244,50793345.8,-6.525654723,12.27297154,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",312.461641674617
"292","TSCA","HOW2",92,"C",25.7,12.2,139,1462186.033,5079340.864,-9.207456879,8.003920154,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",211.793541206544
"293","TSCA","HOW3",14,"I",24.7,3.8,17,1462123.404,50793334.64,3.633958073,1.111012478,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",192.843963540384
"294","TSCA","HOW3",15,"C",27.9,4.5,14,1462124.136,50793334.62,4.366330768,1.08864853,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",257.132576398524
"295","TSCA","HOW3",16,"I",26.2,5.2,40,1462123.753,50793336.87,3.983431104,3.34249557,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",221.654123076624
"296","TSCA","HOW3",57,"C",43.4,19,198,1462101.7,50793327.66,-18.07007381,-5.871322893,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",730.017294103597
"297","TSCA","HOW3",31,"C",37.5,6.4,295,1462122.475,50793327.73,2.704756875,-5.800369837,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",516.967569222389
"298","TSCA","HOW3",19,"C",35.2,11.2,75,1462122.669,50793344.35,2.898773305,10.81836925,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",445.188013702696
"299","TSCA","HOW3",59,"I",13.9,8.6,260,1462118.277,50793325.06,-1.493374328,-8.469346676,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",49.6057143668806
"300","TSCA","HOW3",61,"",26.8,20,178,1462099.782,50793334.23,-19.98781654,0.697989934,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",233.829659659971
"301","TSCA","HOW3",22,"C",39,19.9,38,1462135.451,50793345.78,15.681414,12.25166336,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",567.140859324562
"302","TSCA","HOW3",23,"S",10.3,11.1,39,1462128.396,50793340.52,8.626320172,6.985456341,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",24.4394443733837
"303","TSCA","HOW2",103,"S",25.4,16.7,123,1462186.145,5079346.866,-9.095471885,14.00579848,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",206.001054281418
"304","TSCA","HOW2",51,"C",43.2,12.9,292,1462200.072,5079320.899,4.832425055,-11.96067172,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",722.097130762108
"305","TSCA","HOW3",39,"S",10.8,12.2,273,1462120.408,50793321.35,0.638498666,-12.18328032,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",27.3344624620204
"306","TSCA","HOW2",13,"S",12,8.9,82,1462196.479,5079341.673,1.238640599,8.813385812,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",35.0571012771744
"307","TSCA","HOW2",14,"C",31.9,7.7,88,1462195.509,5079340.555,0.268726125,7.695309368,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",352.838616618044
"308","TSCA","HOW3",29,"C",33.1,3.2,297,1462121.223,50793330.68,1.452769599,-2.851220877,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",384.99175380026
"309","TSCA","HOW3",30,"S",11.6,3.4,275,1462120.066,50793330.14,0.296329525,-3.387061974,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",32.3596702654272
"310","TSCA","HOW3",44,"C",36.2,7.4,200,1462112.816,50793331,-6.953725394,-2.530949061,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",475.63705947386
"311","TSCA","HOW3",36,"C",27.3,15.3,325,1462132.303,50793324.75,12.53302628,-8.775719476,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",244.263726257503
"312","TSCA","HOW3",50,"C",18.7,12.7,203,1462108.08,50793328.57,-11.69041164,-4.962285332,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",99.949810865677
"313","TSCA","HOW2",60,"I",18.4,9.1,248,1462191.831,5079324.423,-3.40892,-8.437373077,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",96.2041722174448
"314","TSCA","HOW3",48,"C",31.2,13.7,193,1462106.421,50793330.45,-13.34886989,-3.081829445,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",334.82552554382
"315","TSCA","HOW2",26,"C",36.5,18.1,10,1462213.065,5079336.003,17.82502033,3.143032016,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",484.99885406666
"316","TSCA","HOW3",1,"C",26.6,4.8,146,1462115.791,50793336.21,-3.979380348,2.684125937,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",229.729419788999
"317","TSCA","HOW3",37,"C",31.6,16.8,305,1462129.406,50793319.77,9.636084131,-13.76175434,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",345.052070303232
"318","TSCA","HOW3",52,"C",30.5,17.4,182,1462102.381,50793332.92,-17.38940039,-0.607251243,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",317.354444610227
"319","TSCA","HOW2",100,"I",26.4,15.7,92,1462194.692,5079348.55,-0.547922098,15.69043598,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",225.670945547231
"320","TSCA","HOW3",49,"S",17,12.7,203,1462108.08,50793328.57,-11.69041164,-4.962285332,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",79.8040389841483
"321","TSCA","HOW3",42,"C",31.1,5.3,230,1462116.363,50793329.47,-3.406774331,-4.060035549,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",332.296575188606
"322","TSCA","HOW3",43,"C",25.7,6.6,220,1462114.714,50793329.29,-5.055893325,-4.242398224,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",211.793541206544
"323","TSCA","HOW3",25,"C",41.3,7.1,15,1462126.628,50793335.37,6.858073367,1.83761522,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",649.326147195557
"324","TSCA","HOW3",26,"C",37,8,16,1462127.46,50793335.74,7.690093568,2.205098847,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",500.836147475868
"325","TSCA","HOW3",54,"I",22,18.7,195,1462101.707,50793328.69,-18.06281295,-4.839916143,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",146.714588470808
"326","TSCA","HOW3",33,"I",21,8.2,320,1462126.052,50793328.26,6.281564434,-5.270858399,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",131.449507372242
"327","TSCA","HOW3",56,"C",26.6,15.6,210,1462106.26,50793325.73,-13.5099963,-7.8,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",229.729419788999
"328","TSCA","HOW2",64,"I",23.2,11.3,224,1462187.111,5079325.01,-8.128539744,-7.849639586,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",166.320824174912
"329","TSCA","HOW3",34,"S",17.2,9,340,1462128.227,50793330.45,8.457233587,-3.07818129,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",82.0391567082762
"330","TSCA","HOW3",55,"C",34,14.3,215,1462108.056,50793325.33,-11.71387423,-8.20214304,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",410.173324618551
"331","TSCA","HOW2",54,"S",18.8,11,280,1462197.15,5079322.027,1.910129954,-10.83288528,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",101.216717089764
"332","TSCA","HOW3",28,"C",36.8,3,300,1462121.27,50793330.93,1.5,-2.598076211,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",494.466015290819
"333","TSCA","HOW3",38,"C",27.6,19.1,290,1462126.303,50793315.58,6.532584738,-17.94812906,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",250.650533655585
"334","TSCA","HOW3",27,"C",34.8,19.7,32,1462136.477,50793343.97,16.70654749,10.43940951,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",433.332592304338
"335","TSCA","HOW3",40,"C",44.4,13.4,276,1462121.171,50793320.2,1.400681408,-13.3265934,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",770.367610631985
"336","TSCA","HOW3",41,"C",44.5,16.1,335,1462134.362,50793326.73,14.59155537,-6.804154014,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",774.471592298471
